time,flowcount
"03/01/2024, 22:08:44",1
"03/01/2024, 22:08:46",1
"03/01/2024, 22:08:48",1
"03/01/2024, 22:08:50",1
"03/01/2024, 22:08:52",1
"03/01/2024, 22:08:54",1
"03/01/2024, 22:08:56",1
"03/01/2024, 22:08:58",1
"03/01/2024, 22:09:00",1
"03/01/2024, 22:09:02",1
"03/01/2024, 22:09:04",1
"03/01/2024, 22:09:07",1
"03/01/2024, 22:09:08",1
"03/01/2024, 22:09:10",44
"03/01/2024, 22:09:12",97
"03/01/2024, 22:09:14",97
"03/01/2024, 22:09:16",97
"03/01/2024, 22:09:18",97
"03/01/2024, 22:09:20",97
"03/01/2024, 22:09:22",97
"03/01/2024, 22:09:24",97
"03/01/2024, 22:09:26",97
"03/01/2024, 22:09:28",97
"03/01/2024, 22:09:30",97
"03/01/2024, 22:09:32",97
"03/01/2024, 22:09:34",97
"03/01/2024, 22:09:36",97
"03/01/2024, 22:09:38",97
"03/01/2024, 22:09:40",97
"03/01/2024, 22:09:42",97
"03/01/2024, 22:09:44",97
"03/01/2024, 22:09:46",97
"03/01/2024, 22:09:48",97
"03/01/2024, 22:09:50",97
"03/01/2024, 22:09:52",97
"03/01/2024, 22:09:54",97
"03/01/2024, 22:09:57",97
"03/01/2024, 22:09:58",97
"03/01/2024, 22:10:00",97
"03/01/2024, 22:10:02",97
"03/01/2024, 22:10:04",97
"03/01/2024, 22:10:06",97
"03/01/2024, 22:10:08",97
"03/01/2024, 22:10:10",97
"03/01/2024, 22:10:12",97
"03/01/2024, 22:10:14",97
"03/01/2024, 22:10:16",97
"03/01/2024, 22:10:18",97
"03/01/2024, 22:10:20",97
"03/01/2024, 22:10:22",97
"03/01/2024, 22:10:24",97
"03/01/2024, 22:10:26",97
"03/01/2024, 22:10:28",97
"03/01/2024, 22:10:30",97
"03/01/2024, 22:10:32",97
"03/01/2024, 22:10:34",97
"03/01/2024, 22:10:36",97
"03/01/2024, 22:10:38",97
"03/01/2024, 22:10:40",97
"03/01/2024, 22:10:43",97
"03/01/2024, 22:10:44",97
"03/01/2024, 22:10:46",97
"03/01/2024, 22:10:48",97
"03/01/2024, 22:10:50",97
"03/01/2024, 22:10:52",97
"03/01/2024, 22:10:54",97
"03/01/2024, 22:10:56",97
"03/01/2024, 22:10:58",97
"03/01/2024, 22:11:01",97
"03/01/2024, 22:11:02",97
"03/01/2024, 22:11:04",97
"03/01/2024, 22:11:06",97
"03/01/2024, 22:11:09",97
"03/01/2024, 22:11:11",97
"03/01/2024, 22:11:13",97
"03/01/2024, 22:11:15",97
"03/01/2024, 22:11:17",97
"03/01/2024, 22:11:19",97
"03/01/2024, 22:11:21",97
"03/01/2024, 22:11:23",97
"03/01/2024, 22:11:25",97
"03/01/2024, 22:11:27",97
"03/01/2024, 22:11:29",97
"03/01/2024, 22:11:31",97
"03/01/2024, 22:11:33",97
"03/01/2024, 22:11:35",97
"03/01/2024, 22:11:37",97
"03/01/2024, 22:11:39",97
"03/01/2024, 22:11:41",97
"03/01/2024, 22:11:43",97
"03/01/2024, 22:11:45",97
"03/01/2024, 22:11:47",97
"03/01/2024, 22:11:49",97
"03/01/2024, 22:11:51",97
"03/01/2024, 22:11:53",97
"03/01/2024, 22:11:55",97
"03/01/2024, 22:11:57",97
"03/01/2024, 22:11:59",97
"03/01/2024, 22:12:01",97
"03/01/2024, 22:12:03",97
"03/01/2024, 22:12:05",97
"03/01/2024, 22:12:07",97
"03/01/2024, 22:12:09",97
"03/01/2024, 22:12:11",97
"03/01/2024, 22:12:13",97
"03/01/2024, 22:12:15",97
"03/01/2024, 22:12:17",97
"03/01/2024, 22:12:19",97
"03/01/2024, 22:12:21",97
"03/01/2024, 22:12:23",97
"03/01/2024, 22:12:25",97
"03/01/2024, 22:12:27",97
"03/01/2024, 22:12:29",97
"03/01/2024, 22:12:31",97
"03/01/2024, 22:12:33",97
"03/01/2024, 22:12:35",97
"03/01/2024, 22:12:37",97
"03/01/2024, 22:12:39",97
"03/01/2024, 22:12:41",97
"03/01/2024, 22:12:43",97
"03/01/2024, 22:12:45",97
"03/01/2024, 22:12:47",97
"03/01/2024, 22:12:49",97
"03/01/2024, 22:12:51",97
"03/01/2024, 22:12:53",97
"03/01/2024, 22:12:55",97
"03/01/2024, 22:12:57",97
"03/01/2024, 22:12:59",97
"03/01/2024, 22:13:01",97
"03/01/2024, 22:13:03",97
"03/01/2024, 22:13:05",97
"03/01/2024, 22:13:07",97
"03/01/2024, 22:13:09",97
"03/01/2024, 22:13:11",97
"03/01/2024, 22:13:13",97
"03/01/2024, 22:13:15",97
"03/01/2024, 22:13:17",97
"03/01/2024, 22:13:19",97
"03/01/2024, 22:13:21",97
"03/01/2024, 22:13:23",97
"03/01/2024, 22:13:25",97
"03/01/2024, 22:13:27",97
"03/01/2024, 22:13:29",97
"03/01/2024, 22:13:31",97
"03/01/2024, 22:13:33",97
"03/01/2024, 22:13:35",97
"03/01/2024, 22:13:37",97
"03/01/2024, 22:13:39",97
"03/01/2024, 22:13:41",97
"03/01/2024, 22:13:43",97
"03/01/2024, 22:13:45",97
"03/01/2024, 22:13:47",97
"03/01/2024, 22:13:49",97
